PropertyReferenceID,Name,Address,PostcodeZip,Telephone,Fax,Resort,ResortID,Region,RegionID,Country,PropertyType,Rating,Latitude,Longitude
138417,La Caravella Positano Residence,"Via Rampa Teglia, 23",84017,+39 089 875586,+39 089 8123854,Positano,143,Amalfi Coast,310,Italy,Residence,0,40.62784,14.48856
138421,Vinilia Wine Resort,Contrada Scrasciosa,74024,+39 099 9908013,,Manduria,10957,Salento,77,Italy,Masseria,0,40.41772,17.59962
138433,Dama Hotel,"Via Circonvallazione, 10",12045,+39 0172 691860,,Cuneo Vicinity,926,Piedmont,8970,Italy,Hotel,3,44.55264,7.7137
138450,JHD Dunant Hotel,"Via Donatori di Sangue, 2",46043,+39  0376 673449,,Castiglione delle Stiviere,11359,Lombardy,8967,Italy,,4,45.37402,10.50792
138470,Liberty Hotel,Via Gioberti 37,10128,+39 0110869940,,Turin Historical Centre,604,Turin,180,Italy,Hotel,3,45.05942,7.67267
138498,D'Angelo Palace Hotel,Lungomare Fata Morgana (Angolo Via Michelangelo Buonarroti),91026,+39 0923 944093,+39 0923 944093,Mazara del Vallo,588,Sicily,3,Italy,Hotel,3,37.65288,12.5822
138503,Dioniso's Apartments,"Via Agostino Depretis, 145",80133,+39 08119370893,,Port of Naples,340,Naples & Vicinity,73,Italy,Appartamento,0,40.83992,14.25388
138505,Parco dei Principi Hotel Resort,Località Badessa - ss 106 Km 111,89047,+39 0964 860201,,Roccella Jonica,10994,Calabria Ionian Sea,406,Italy,Hotel,5,38.3093,16.3609
138513,Apollon Club & Thermal SPA,Via Petrelle 24,80081,+39 081 999219,,Sant'Angelo - Serrara Fontana,247,Ischia Island,67,Italy,Hotel,4,40.70042,13.89588
138533,Masseria Mongiò dell'Elefante,Località Baia dei Turchi,73028,+39 328 9764677,+39 0836 1942058,Otranto,79,Salento,77,Italy,Masseria,0,40.18933,18.46418
138550,Topaz Hotel,Censu Tanti street,SPB 3025,+356 20146000,35620146267,St Paul's Bay,7033,Malta,5541,Malta,Hotel,3,35.94609,14.41746
138565,Murella Living,Triq il-Forn Marsalforn,MFN 1303,+356 21550340,,Gozo,7020,Malta,5541,Malta,Hotel,3,36.07114,14.25767
138583,Hugos Boutique Hotel,St. George's Road,STJ 3200,35620162420,,St. Julian's,7031,Malta,5541,Malta,Hotel,4,35.92418,14.48891
138706,Villaggio La Mantinera Hotel,"Loc Mantinera, contrada Fiuzzi",87028,+39 0985 779023,,Praia a Mare,139,Calabria Tirrenian Sea,405,Italy,Villaggio,3,39.8761,15.78864
138710,Santa Chiara Boutique Hotel,"Via Benedetto Croce, 23",80134,+39 081 5527077,+39 081 4203592,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Hotel,4,40.84822,14.25356
138711,Hotel Achibea,"Via Verdesca, 26",91010,+39 0923 975383,,San Vito lo Capo,129,Sicily,3,Italy,Hotel,3,38.10534,12.73899
138730,Duomo Suites & SPA,"Via Giuseppe Garibaldi, 22",95121,+39 095 2883731,,Catania,54,Sicily,3,Italy,Hotel,4,37.50197,15.08608
138771,I Dammusi del Vento,"C.so Umberto I ,29-31",91017,+39 339 5851942,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.80264,11.96734
138785,Baglioni Masseria Muzza,Località Alimini,73028,+39 08361900932,,Otranto,79,Salento,77,Italy,Hotel,5,40.16881,18.45932
138788,Marbela Apartments & Suites,"Via Salvatore Puglisi, 9",90143,+39 091 6241111,+39 091 6242222,Palermo,135,Sicily,3,Italy,Residence,0,38.14214,13.35167
138810,Mascagni Luxury Rooms & Suites - Depandance,"Via Vittorio E. Orlando, 90",00185,+39 06 48904040,+39 06 4817637,Rome Termini Station,352,Rome,117,Italy,Hotel,4,41.90383,12.4948
138866,Grand Hotel Balestrieri,Via Litorale Sud,88814,+39 0962 865378,,Crotone,170,Calabria Ionian Sea,406,Italy,Hotel,4,39.31439,17.10927
138871,Palazzo Scanderbeg,"Piazza Scanderbeg, 117",00187,+39 0689529001,,Trevi Rome,414,Rome,117,Italy,Hotel,0,41.90066,12.48497
138902,Residence Baia Santa Reparata,Via Aldebaran - Loc. Capo Testa,07028,+39 0789 741112,,Santa Teresa di Gallura,198,Olbia & Vicinity,6,Italy,Residence,0,41.22692,9.16914
138968,Royal Suite Trinità dei Monti,"Piazza Di Spagna, 29",00187,+39 06 83521675,,Spagna,422,Rome,117,Italy,Hotel,4,41.90571,12.48254
139072,GH Hotel Monzoni,"Via Dolomiti, 137",38086,+39 0462764280,,Pozza di Fassa,940,Trentino-Alto Adige,8971,Italy,Hotel,3,46.42973,11.6856
139161,Albergo Firenze,"Piazza Alessandro Volta, 6",22100,+39 031 300 333,,Como,445,Lake Como & Vicinity,327,Italy,Hotel,3,45.81157,9.07977
139168,Villa Aurora,"Contrada Pendino, 3",84050,+39 393 6472279,,Laureana Cilento,10979,Cilento,72,Italy,B&B,0,40.30532,15.0378
139169,Cignella Resort,Strada Provinciale Dei Renelli (sp57),53020,+39 0577 1697736/+39 333 3042415,,Trequanda,11767,Tuscany,396,Italy,Residence,0,43.15761,11.71533
139170,Locanda In Tuscany,"Podere Moro Fiacchi, 13",53023,+39 0577 1700221,,Pienza,272,Tuscany,396,Italy,Agriturismo,0,43.00444,11.69602
139193,Villa Aurora Residence,"Contrada Pendino, n. 3",84050,+39 393 6472279,,Laureana Cilento,10979,Cilento,72,Italy,Residence,0,40.30536,15.03786
139252,Le Club Boutique Hotel,"Via Regina Isabella, 2",73100,+39 0832246044,,Lecce City,51,Salento,77,Italy,Hotel,4,40.3533,18.16906
139263,Residence Il Borgo di Punta Marana,Località Punta Marana,07026,+39 0789 309009,,Golfo di Marinella,11681,Olbia & Vicinity,6,Italy,Residence,0,41.00241,9.56144
139264,Hotel Antica Tabaccaia Resort,"Via Val di Ascione, 143",52028,+39 055 9194033,,Terranuova Bracciolini,411,Tuscany,396,Italy,Hotel,4,43.544,11.63793
139272,Hotel Villa Montegranelli,Località Monteluiano,06024,+39 075 9273098,+39 075 9273372,Gubbio,708,Umbria,8972,Italy,Hotel,3,43.33155,12.53859
139273,Hotel Isola lo Scoglio,Piazza N.Sauro,73010,+39 0833 569079,,Porto Cesareo,308,Salento,77,Italy,Hotel,3,40.25583,17.89117
139278,Abbazia Collemedio Resort,Via del Convento 56,06050,+39 075 8789401,,Perugia Vicinity,642,Umbria,8972,Italy,Hotel,4,42.92667,12.41128
139279,Hotel Duca della Corgna,"Via Bruno Buozzi, 143",06061,+39 075953238,,Castiglione del Lago,11310,Umbria,8972,Italy,Hotel,3,43.12505,12.03794
139280,Hotel Monte Meraviglia,"Via Roma, 15",06043,+39 074376142,,Cascia,11521,Umbria,8972,Italy,Hotel,3,42.71516,13.01221
139382,Residence Villa Rosi,"Via Castiglione, 76",84050,+39 0974 832561,,Laureana Cilento,10979,Cilento,72,Italy,Residence,0,40.30339,15.04009
139398,Hotel Alfieri,"Via Leonardo da Vinci, 146",17021,+39 0182 662882,,Alassio,457,Liguria,408,Italy,Hotel,3,44.00194,8.16621
139402,Hotel Regina,"Viale Daniele Hanbury, 220",17021,+39 0182 640215,,Alassio,457,Liguria,408,Italy,Hotel,4,44.01442,8.18228
139404,Hotel La Balnearia,"Via Vittorio Veneto, 105",17021,+39 0182 640160,+39 0182 646255,Alassio,457,Liguria,408,Italy,Hotel,3,44.00377,8.17068
139410,Casale Romano Resort Hotel,Contrada Rinazzo Via Nazionale 5,98030,+39 0942 989062,,Motta Camastra,11510,Sicily,3,Italy,Hotel,4,37.87617,15.18281
139412,Hotel Monte Rosa,"Via Mons. Marinetti, 6",16043,+39 0185300321,+39 0185312868,Chiavari,463,Liguria,408,Italy,Hotel,4,44.31897,9.32293
139452,La Residenza del Monaco Bianco,"Via Lucana, 200",75100,+39 0835 314380,,Matera,240,Basilicata,407,Italy,B&B,0,40.66213,16.60927
139518,Hotel Premier & Suites,"Via VII Traversa Mare, 15",48015,+39 0544 995839,,Milano Marittima,633,Emilia-Romagna,410,Italy,Hotel,5,44.2847748,12.34967083
139520,Hotel Mondial,"Via Venino, 16",16030,+39 0185 491543,+39 0185 491959,Moneglia,10989,Liguria,408,Italy,Hotel,3,44.24153,9.48468
139521,Manuelina Taste Hotel,"Via Roma, 296",16036,+39 0185720779,+39 0185721095,Recco,10990,Liguria,408,Italy,Hotel,4,44.36905,9.15026
139523,Hotel Robinia,"Via Giuseppe Pirinoli, 14",18100,+39 0183 62720,,Imperia,455,Liguria,408,Italy,Hotel,3,43.87767,8.01669
139556,Hotel Parigi,"Lungomare Argentina, 16/18",18012,+39 0184 261405,+39 0184 260421,Bordighera,10991,Liguria,408,Italy,Hotel,4,43.77714,7.67123
139557,Hotel Sette Archi,Via Fabbricotti 242,19030,+39 0187 609017,+39 0187 609028,La Spezia Vicinity,10820,Liguria,408,Italy,Hotel,3,44.04695,9.98476
139558,Hotel Relais Al Convento,Piazza Regina Margherita 1,19020,+39 0187 994444,+39 0187 994447,La Spezia Vicinity,10820,Liguria,408,Italy,Hotel,3,44.14199,9.88874
139577,Relais La Fattoria,"Via Rigone, 1",06065,+39 075 845322,+39 075 845322,Passignano sul Trasimeno,11070,Lake Trasimeno & Vicinity,8985,Italy,Hotel,3,43.19935,12.22303
139584,Green Park Hotel,"Strada Provinciale, 160",07021,+39 0789 96177,+39 0789 96160,Cala di Volpe,11117,Olbia & Vicinity,6,Italy,Hotel,4,41.08723,9.54753
139593,Baia del Sole Villaggio Sul Mare,"Via Delle Sirene, 47",97010,+39 0932 230355,,Marina di Ragusa,796,Sicily,3,Italy,Villaggio,0,36.78193,14.5663
139602,Palace Resort Ponte di Legno,"Via Trento, 19",25056,+39 0364900920,+39 1782760368,Ponte di Legno,10873,Lombardy,8967,Italy,Residence,3,46.26047,10.51715
139666,Etna Royal View,"Via Luigi Castiglione, 2",95039,+39 0957 808601,,Trecastagni,11449,Sicily,3,Italy,B&B,0,37.60894,15.07886
139679,Club Esse Roccaruja,Via Angelo Moratti,07040,+39 06 45439344,+39 06 89281079,Stintino,205,Alghero & Vicinity,8942,Italy,Villaggio,4,40.96167,8.21089
139688,Hotel Sansicario Majestic,"Via Clos De La Mais, H22",10054,+39 085 8369777,,Cesana Torinese,11156,Piedmont,8970,Italy,Hotel Club,4,44.96565,6.80968
139692,Tulip inn Torino Sud,Via Guido Rossa 11,10024,+39 011 6474404,+39 011 6473187,Moncalieri,11158,Piedmont,8970,Italy,,3,44.97351,7.72939
139704,Club Esse Sporting,"Via Biggiu Marinu, 2-4",07040,+39 06 45439344,+39 06 89281079,Stintino,205,Alghero & Vicinity,8942,Italy,Hotel Club,4,40.95984,8.20621
139708,Club Esse Residence Capo d'Orso,Via del Vecchio Marino,07020,+39 06 45439344,+39 06 89281079,Palau,196,Olbia & Vicinity,6,Italy,Residence,0,41.17728276,9.389537816
139713,Relais Monaco Country Hotel & Spa,"Via Postumia, 63",31050,+39 0422 9641,+39 0422 964500,Ponzano Veneto,11198,Treviso,186,Italy,Hotel,4,45.73004,12.1901
139807,Badia Santa Maria de’ Olearia,"Via Diego Taiani, 45",84010,+39 089 852770,+39 089 854024,Maiori,167,Amalfi Coast,310,Italy,Hotel,0,40.64021,14.6679
139822,Hotel Monteconero,"Via Monteconero, 26",60020,+39 071 9330592,+39 071 9330365,Sirolo,11226,Marche,8968,Italy,Hotel,3,43.54705,13.61602
139886,Art Resort Piazza Carita,Piazza Carità 32,80133,+39 08119568581,+39 08119568582,Naples Historical Centre,333,Naples & Vicinity,73,Italy,Hotel,4,40.84427,14.24972
139967,Residence La Pieve di Pomaia,"Via Poggiberna, 38",56040,+39 050 685035,,Pisa Vicinity,602,Tuscany,396,Italy,Residence,0,43.42899,10.55486
139969,Seebay Hotel,Via Poggio snc,60129,+39 071801470,+39 071801474,Ancona Vicinity,921,Marche,8968,Italy,Hotel,4,43.56179,13.59256
140023,Mangia’s Favignana Resort,Località Punta Fanfalo,91023,0923922027,,Favignana Island,231,Sicily,3,Italy,Hotel Club,4,37.90648,12.35266
140116,Hotel Ibis Milano Ca'Granda,Viale Suzzani 13-15,20162,+39 02 66103000,,Bicocca - Zara,536,Milan,149,Italy,,3,45.5066,9.19677
140245,Hotel Villa Medici,"Contrada Santa Calcagna, 71/72",66034,+39 0872 717645,+39 0872 709122,Lanciano,11240,Abruzzo,409,Italy,Hotel,4,42.26418,14.43302
140328,VOI Colonna Village,Località SOS Aranzos,07020,+39 0789 63142,,Golfo Aranci,188,Olbia & Vicinity,6,Italy,Hotel Club,4,40.97571,9.57891
140336,Palazzo Ducale Venturi,"Via Podgora, 60",73027,+39 0836 818717,,Minervino di Lecce,11003,Salento,77,Italy,Masseria,5,40.0898,18.41944
140387,Glance Hotel in Florence,"Via Nazionale, 23",50123,+39 055 290082,,San Lorenzo Florence,578,Florence,137,Italy,Hotel,4,43.77737,11.25232
140418,Boa Vista Residence,"Via la Piana, 32",91010,+39 327 253 2433,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.16786,12.73803
140429,MClub Del Golfo,"Discesa a Mare, 3",07037,+39 079 4361231,,Marina di Sorso,204,Alghero & Vicinity,8942,Italy,Hotel Club,4,40.82098,8.50794
140443,Villaggio Internazionale La Plaja,"Viale Kennedy,  47",95121,+39 095 340880,+39 095 348340,Catania,54,Sicily,3,Italy,,0,37.47112,15.08424
140448,Giardino dei Pini Boutique Hotel,S.P. 266,73040,+39.0833.931209,,Alliste,11246,Salento,77,Italy,Hotel,4,39.90779,18.08428
140450,Ferrini Home Via Monte Sant’Agata,"Via Monte Sant'Agata, 5",95128,+39 0950932592,+39 095511589,Catania,54,Sicily,3,Italy,Appartamento,0,37.50828,15.08565
140456,Hotel Chiaraluna,"Via Del Grappa, 37",62012,+39 0733 817451,+39 0733 811243,Civitanova Marche,904,Marche,8968,Italy,Hotel,4,43.30553,13.73295
140460,Grand Hotel Courmayeur Mont Blanc,"Strada Grand Rou, 1",11013,+39 0165844542,+39 0165 844832,Courmayeur,696,Aosta Valley,250,Italy,Hotel,5,45.79609,6.97236
140462,Palazzo Planeta,"Via Principe Belmonte, 68",90139,+39 0925 1955460,,Palermo,135,Sicily,3,Italy,Residence,0,38.12464,13.35928
140463,Relais Barberini,"Via Lucullo, 7",00187,+39 06 64760982,,Via Veneto,345,Rome,117,Italy,Hotel,0,41.90629,12.4931
140466,Camping Village Mare Pineta,"Via Sistiana, 60 D",34011,+39 040 299264,+39 040 299265,Duino-Aurisina,11250,Friuli-Venezia Giulia,8965,Italy,Residence,4,45.77203,13.62442
140484,Doric Eco Boutique Resort & Spa,Contrada San Biagio Snc,92100,+39 0922 1808509,,Agrigento,91,Sicily,3,Italy,Hotel,5,37.29689,13.6155
140596,Relais Capo Spulico Beach & SPA,C.da Piano Marina,87070,+39 0981 913322,,Roseto Capo Spulico,11280,Calabria Ionian Sea,406,Italy,Hotel,4,39.97823,16.61406
140597,B&B Stazzi di Gallura,Strada vicinale di Cilvara,07030,+39 3334685164,,Badesi,201,Olbia & Vicinity,6,Italy,B&B,0,40.97484,8.88476
140599,Stazzi di Gallura La Pietraia,Strada vicinale di Cilvara,07030,+39 3334685164,,Badesi,201,Olbia & Vicinity,6,Italy,Residence,0,40.97484,8.88487
140606,Caposperone Resort,"Contrada Malopasso, 106",89015,+39 0966 479753,+39 0966 378744,Palmi,975,Calabria Tirrenian Sea,405,Italy,Hotel,4,38.38007,15.86035
140622,Airone City Hotel,"Via Nuovalucello, 81",95126,+39 095 221954,+39 095 7122318,Catania,54,Sicily,3,Italy,Hotel,4,37.53166,15.09884
140644,Ca' De' Principi,"Via Baldo Bartolini, 1",06066,+39 075 4656095,+39 075 8358015,Piegaro,11294,Umbria,8972,Italy,Hotel,4,42.96959,12.08646
140650,Atlantis Palace Hotel,"Via Spiaggia in Sant'Anna, 257",95016,+39 095 782 8947,,Mascali,282,Sicily,3,Italy,Hotel,4,37.74638,15.20516
140669,The Venice Times,"Via Calle Priuli dei Cavalletti, 99/D",30121,+39 0412031633,,Santa Lucia Station,11772,Venice,128,Italy,Hotel,4,45.44223,12.32164
140832,Hotel Dasamo,"Viale Vincenzo Busignani, 10",47922,+39 0541 734355/393 921153996,+39 0541 1810247,Viserbella,626,Rimini & Vicinity,233,Italy,,3,44.09239,12.53026
140889,Palazzo Seneca Relais & Chateaux,"Via Cesare Battisti, 12",06046,+39 0743 817434,+39 0743 817342,Norcia,11291,Umbria,8972,Italy,Hotel,4,42.79263,13.0922
140899,Hotel Danieli Pozzallo,"Via Rosario Livatino, 1734/S",97016,+39 0932 797065,+39 0932 798494,Pozzallo,66,Sicily,3,Italy,Hotel,4,36.74591,14.84179
140911,Case Vacanze Loria,"Via Amba Alagi, 276",91010,+39 388 3777629,,San Vito lo Capo,129,Sicily,3,Italy,Case Vacanza,0,38.10483,12.73664
140930,Hotel Corallo,Via Lido 3,17024,+39 019 601724,+39 019 6049119,Finale Ligure,10954,Liguria,408,Italy,Hotel,3,44.17208,8.35639
140935,Hotel Ala Bianca,"Viale Camisano, 94",19031,+39 0187 1953460,,Ameglia,11826,Liguria,408,Italy,Hotel,3,44.07853,9.96274
140943,Casa Vittorio,"Vico Sparviero, 15",98055,+39 090 9811523/338 3662504,,Lipari Island,3,Sicily,3,Italy,B&B,0,38.46526,14.95589
140961,Hotel La Marina,"Via Moreno, 2",18016,+39 0183403158,+39 0183400104,San Bartolomeo al Mare,10938,Liguria,408,Italy,Hotel,3,43.91889,8.09411
140962,Hotel San Matteo,"Via Faraldi, 77",18016,+39 0183 400275,,San Bartolomeo al Mare,10938,Liguria,408,Italy,Hotel,3,43.94471,8.09775
140967,Resort Al Belvedere Salina,"Via Santa Lucia, 11",98050,+39 090 7385433,,Salina Island,11,Sicily,3,Italy,Hotel Residence,4,38.55293,14.81996
140970,Hotel Club Kennedy,"Contrada Lacchi, 106",89047,+39 0964 863134,+39 0965 618002,Roccella Jonica,10994,Calabria Ionian Sea,406,Italy,Hotel Club,4,38.31311,16.37976
141028,Torre Rinalda Camping Village,"Via Simeone D'Antona, 1",73100,+39 0832382161,,Lecce City,51,Salento,77,Italy,Appartamento,4,40.48359,18.14832
141074,Agriturismo Heaven,Via Torre S.Maria,89866,+39 0963 663879,+39 0963 663914,Capo Vaticano,663,Calabria Tirrenian Sea,405,Italy,Agriturismo,3,38.61662,15.84909
141075,Residence Agriturismo Heaven,Via Torre S.Maria,89866,+39 0963 663879,,Capo Vaticano,663,Calabria Tirrenian Sea,405,Italy,Agriturismo,3,38.61609,15.8489
141082,Hotel Villa Santa Barbara,Loc. San Luca snc.,06036,+39 0742 399402,+39 0742399194,Montefalco,11433,Umbria,8972,Italy,Hotel,4,42.86194,12.6889
141281,Eliantos Boutique Hotel & SPA,S.S. 195 Km 37.5,09010,+39 070921181,,Santa Margherita di Pula,806,Cagliari & Vicinity,8943,Italy,Hotel,4,38.94863,8.94384
141283,Camping Village Internazionale Manacore,Località Manacore,71010,+39 0457236800,,Peschici,9,Gargano,75,Italy,Villaggio,0,41.93963,16.07371
141284,GH Hotel Piaz,"Strada Dolomites 165, fraz. Pera",38036,+39 0462 764115,+39 0831 343908,Pozza di Fassa,940,Trentino-Alto Adige,8971,Italy,Hotel,2,46.4354,11.69003
141285,GH Hotel Fratazza,"Via Passo Rolle, 2",38054,+39 0439 68170,+39 0831 343908,San Martino di Castrozza,765,Trentino-Alto Adige,8971,Italy,Hotel,0,46.25433,11.80211
141300,Il Mulino di Scauri,"C.da Scauri alto Via Karebbi, 36",91017,+39 331 8101111,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.76339,11.98681
141301,Residence Sotto Le Stelle,"Via Cossyra, 39/A",91017,+39 0923 913103,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.82941,11.95455
141308,Tenute Al Bano,"Contrada Bosco, 01",72020,+39 0831 619211,+39 0831 619276,Cellino San Marco,11444,Salento,77,Italy,Masseria,4,40.47826,17.92961
141310,Il Baio Relais & Natural SPA,Loc. Camporoppolo,06049,+39 0743 252103,+39 0743 252103,Spoleto,748,Umbria,8972,Italy,Hotel,4,42.804,12.72602
141312,Hotel Mira Spiaggia,"Via Lungomare, 6",91010,+39 0923 972355,+39 0923 972263,San Vito lo Capo,129,Sicily,3,Italy,Hotel,3,38.17646,12.73556
141316,Eden Bleu Hotel,"Via Murrano, 17",80069,+39 0818028925,,Vico Equense,774,Sorrento Coast,68,Italy,Hotel,4,40.66037,14.4197
141322,Hotel Luna,"Viale Matteotti, 3",80073,+39 081 8370433,+39 081 8377459,Capri,52,Capri Island,69,Italy,Hotel,4,40.54719,14.2439
141330,Masseria Amastuola Wine Resort,Strada Provinciale 42,74012,+39 099 9908025,,Crispiano,11447,Salento,77,Italy,Masseria,0,40.57931,17.17063
141332,I Ginepri Hotel,Viale Bue Marino,08022,+39 0784 93231,+39 0784 93667,Cala Gonone,803,Olbia & Vicinity,6,Italy,Hotel,4,40.2807,9.63207
141362,Hotel Villa Miralisa,Via Fumerie 6,80070,+39 081 909059,+39 081 90 73 57,Forio,31,Ischia Island,67,Italy,Hotel,3,40.70425,13.88051
141390,Park Imperial Hotel Terme,"Via Provinciale Panza, 244",80075,+39 081907105,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.7237,13.8642
141404,Hotel Da Maria,"Via Cartaromana, 79",80077,+39 081993275,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.72335,13.9586
141405,Country House That's Amore,"C.da Guarino, 1",84070,+39 0974 964393,+39 0974 964393,Agnone Cilento,11450,Cilento,72,Italy,Case Vacanza,0,40.21698,15.0088
141407,Leone de Castris Wine Hotel - Villa Donna Lisa,"Via F. Marangi, 46",73015,+39 0832 733946,,Salice Salentino,11448,Salento,77,Italy,Hotel,4,40.38161,17.96448
141409,Triscinamare Hotel & Residence Club,"Viale Mediterraneo (ex Via Uno), 233",91022,+39 0924 84082,+39 0924 86136,Castelvetrano - Selinunte,101,Sicily,3,Italy,Hotel Residence,3,37.58176,12.77794
141412,Torre Cintola Natural Sea Emotions,Località Capitolo,70043,+39 080 222 9999,,Monopoli,26,Central Apulia,76,Italy,Villaggio,4,40.91685,17.34102
141414,Hotel Donatella,Via Gramsci,08020,+39 0784 854521,+39 0784 854433,Posada,325,Olbia & Vicinity,6,Italy,Hotel,3,40.63065,9.71794
141427,Hotel Panoramic,Via Schisò 22,98030,+39 0942 56633,,Giardini Naxos,34,Sicily,3,Italy,Hotel,4,37.82396,15.27244
141430,Al Borgo Medievale,"Via Fortuna, 4",98030,+39 0942 896609,,Castelmola,11300,Sicily,3,Italy,B&B,0,37.85811,15.27714
141434,Principe di Francalanza,"Piazza Maravigna, 6",95100,+39 0942 896609,,Catania,54,Sicily,3,Italy,B&B,0,37.49999,15.08344
141436,Lanterne Magiche Ortigia Apartments,"Via G.B. Alagona, 53/55",96100,+39 0931 1798038,,Syracuse,56,Sicily,3,Italy,Case Vacanza,0,37.05970745,15.29773168
141437,Castello di Giomici,"Piazza Sant'Atanasio, 2",06029,+39 3442857130,,Valfabbrica,11451,Umbria,8972,Italy,Hotel,0,43.19293,12.61064
141447,Relais San Biagio Apartments,"Loc. Lanciano, 42",06025,+39 0742 813515,,Nocera Umbra,11452,Umbria,8972,Italy,Hotel,0,43.15498,12.72869
141456,Albergo Diffuso GH Dimora Sant’Anna,Via Giacomo Matteotti 100,72012,+39 0831 339496,+39 0831 343908,Carovigno,44,Salento,77,Italy,Hotel,4,40.70688,17.6567
141463,Villaggio La Mantinera Appartamenti Standard,Via Giovanni Battista Falcone,87028,+39 0985779023,,Praia a Mare,139,Calabria Tirrenian Sea,405,Italy,Villaggio,0,39.8761,15.78864
141471,Caportigia Boutique Hotel,"Viale Montedoro, 76",96100,+39 0931 580576,,Syracuse,56,Sicily,3,Italy,Hotel,5,37.06674,15.28599
141472,Villaggio La Mantinera Appartamenti Deluxe,Via Giovanni Battista Falcone,87028,+39 0985 779023,,Praia a Mare,139,Calabria Tirrenian Sea,405,Italy,Aparthotel,4,39.87578,15.78871
141475,Residenza sul Mare,Via Margherita Deperu n. 6,07039,+39 079 470374,+39 079 470374,Valledoria,202,Alghero & Vicinity,8942,Italy,Residence,0,40.91773,8.77975
141478,Hotel Emilia,"Via San Salvador, 154",47922,+39 0541 720218,,Torre Pedrera,622,Rimini & Vicinity,233,Italy,Hotel,3,44.1099,12.50899
141480,Blue Moon Hotel,Via Don Alonso Errera,91017,+39 0923 912785,+39 0923 912785,Pantelleria Island,230,Sicily,3,Italy,Hotel,3,36.83261,11.94385
141495,Poggiovalle Tenuta Italiana,Loc. Poggiovalle,06062,+39 0578 248125,,Fabro,10961,Umbria,8972,Italy,Appartamento,0,42.89734,11.97366
141497,Hotel Platinum,"Via San Salvador, 144",47922,+39 0541 722626,,Torre Pedrera,622,Rimini & Vicinity,233,Italy,Hotel,3,44.10886,12.51026
141498,Appartamenti Le Ginestre,"Reception - Via Ichnusa, 17",09043,+39 070 9916140,+39 070 9919100,Costa Rei,801,Cagliari & Vicinity,8943,Italy,Appartamento,0,39.24833,9.56954
141527,Hotel Capital,Via Nelson Mandela 27,84020,+39 0828 45945,+39 0828 45995,Campagna,11474,Salerno,71,Italy,Hotel,4,40.63699,15.10301
141528,Residence Orchidea,"Via Ca’ Rossa, 30",18013,+39 0183 405634,,Diano Marina,841,Liguria,408,Italy,Residence,3,43.91722,8.08721
141530,Villaggio C'era una Volta,"Strada per Ligo, 16",17038,+39 0182 580461,+39 0182 582871,Villanova d'Albenga,11475,Liguria,408,Italy,Villaggio,4,44.04354,8.11332
141546,Residence La Meridiana,"Via Cesare Battisti, 35",18016,+39 0183 402416,+39 0183 752236,San Bartolomeo al Mare,10938,Liguria,408,Italy,Residence,4,43.92348,8.09667
141549,Residence Sant'Anna,"Via della Cornice, 284",17027,+39 019 62331,,Pietra Ligure,10956,Liguria,408,Italy,Residence,0,44.15077,8.28185
141551,Caravelle Camping Village,"Via Asti, 50",17023,+39 0182992411,+39 0182993952,Savona,454,Liguria,408,Italy,Residence,0,44.08685,8.21667
141553,La Corvetta Hotel Residence,C.da Lamandia,70043,+39 0808759310,,Monopoli,26,Central Apulia,76,Italy,Hotel,0,40.90985,17.3432
141554,Park Hotel Marinetta,"Via Dei Cavalleggeri, 3",57020,+39 0586 600598,+39 0586 600186,Bibbona,11097,Tuscany,396,Italy,Hotel,4,43.24615,10.53067
141557,Complesso Residenziale Baia Verde,"Via Della Chiesa, 15 – Loc. Baia Verde",73014,+39 0833 292957,+39 0833 291773,Gallipoli,119,Salento,77,Italy,Residence,0,40.03734,18.01921
141558,Hotel Risberg,"Via Della Chiesa, 15 – Loc. Baia Verde",73014,+39 0833 292957,+39 0833 291773,Gallipoli,119,Salento,77,Italy,Hotel,3,40.03713,18.01936
141568,Hotel Marana,Località Marana,07020,+39 0789 32521,,Golfo Aranci,188,Olbia & Vicinity,6,Italy,Hotel,4,41.00022,9.5544
141577,Villa Paola,"Via Silvio Amico, 28",17025,+39 3935256768,,Loano,726,Liguria,408,Italy,Hotel,4,44.13058,8.24523
141580,Atenea Luxury Suites,"Via Atenea, 345",92100,+39 339 324 3693,,Agrigento,91,Sicily,3,Italy,B&B,0,37.31104,13.57772
141583,Hotel Pelaghea,Via Regina Elena,92010,+39 329 9286733,,Linosa Island,266,Sicily,3,Italy,Hotel,3,35.85971,12.86409
141584,Modica Beach Resort,Via del Laghetto angolo Via Taormina,97010,+39 0932 751190,,Marina di Modica,795,Sicily,3,Italy,Hotel Club,4,36.70857,14.78394
141594,Montiruju Hotel,"Via Terme di Casteldoria, 1",07030,+39 079 585400,,Santa Maria Coghinas,11484,Alghero & Vicinity,8942,Italy,Hotel,4,40.90585,8.88439
